participantcode,round,sessioncode,liberal,political_orientation,trust_scientists,environment_worry,environment_responsib,environment_natural_p,gender,age,ethnic_min,education,prole,extraction,extraction_1,extraction_2,extraction_3,cpr1groupgrp_treat_num,cpr1groupgrp_treat_num_1,cpr1groupgrp_treat_num_2,cpr1groupgrp_treat_num_3,cpr1groupgrp_treat_num_4,Ethn_1,Ethn_2,Ethn_3,Ethn_4,Ethn_5,Edu_1,Edu_2,Edu_3,Edu_4,Edu_5,Edu_6,Edu_7,Gender_1,Gender_2,Gender_3
dwbzw3nn,5,003df2i3,7,5,6,1,1,2,Male,28,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dwbzw3nn,6,003df2i3,7,5,6,1,1,2,Male,28,Ethn Majority,4,0,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dwbzw3nn,7,003df2i3,7,5,6,1,1,2,Male,28,Ethn Majority,4,0,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dwbzw3nn,8,003df2i3,7,5,6,1,1,2,Male,28,Ethn Majority,4,0,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dwbzw3nn,9,003df2i3,7,5,6,1,1,2,Male,28,Ethn Majority,4,0,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dwbzw3nn,10,003df2i3,7,5,6,1,1,2,Male,28,Ethn Majority,4,0,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
dzecpkwu,1,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,2,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,3,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,4,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,5,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,6,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,7,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,8,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,9,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
dzecpkwu,10,003df2i3,6,3,11,1,11,1,Female,30,Ethn Majority,4,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
x0cev1ps,1,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,2,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,3,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,4,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,5,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,6,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,7,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,8,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,0,1,0,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,9,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,1,0,1,0,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
x0cev1ps,10,003df2i3,5,4,9,3,7,3,Male,64,Ethn Majority,5,1,2,0,0,1,IT&GI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
czgu0nta,1,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,2,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,3,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,4,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,5,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,6,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,7,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,8,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,9,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
czgu0nta,10,02ojyoah,4,2,10,3,6,4,Female,36,Ethn Majority,3,4,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
estmgd60,1,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,2,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,3,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,4,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,5,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,6,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,7,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,8,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,9,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
estmgd60,10,02ojyoah,4,4,6,2,4,3,Male,30,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
pkjy73lv,1,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,2,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,3,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,4,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,5,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,6,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,7,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,8,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,9,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
pkjy73lv,10,02ojyoah,4,3,9,3,8,4,Male,35,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
u9xfwucj,1,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,2,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,3,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,4,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,5,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,6,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,7,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,8,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,9,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
u9xfwucj,10,02ojyoah,6,5,4,1,1,6,Female,57,Ethn Majority,1,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,1,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,2,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,3,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,4,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,5,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,6,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,7,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,8,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,9,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4z0s4jsm,10,05dy6sqz,6,3,6,1,1,2,Female,37,Ethn Majority,1,2,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
jytfx6vn,1,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,0,1,0,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,2,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,0,1,0,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,3,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,4,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,5,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,6,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,7,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,8,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,9,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
jytfx6vn,10,05dy6sqz,5,4,10,3,8,5,Male,39,Ethn Majority,4,1,0,1,0,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
wxdvftts,1,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,0,1,0,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,2,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,0,1,0,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,3,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,4,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,5,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,6,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,7,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,8,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,9,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
wxdvftts,10,05dy6sqz,6,5,9,3,6,3,Male,50,Ethn Majority,1,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
jc8fig8d,1,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,2,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,3,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,4,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,5,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,6,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,7,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,8,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,9,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
jc8fig8d,10,05o7wbfz,2,1,9,5,11,5,Female,44,Ethn Minority,4,2,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,1,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,2,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,3,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,0,1,0,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,4,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,5,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,6,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,7,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,8,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,9,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
nz3v3pk3,10,05o7wbfz,1,5,10,3,9,1,Female,40,Ethn Majority,4,1,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ti0t86gh,1,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ti0t86gh,2,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ti0t86gh,3,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ti0t86gh,4,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ti0t86gh,5,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ti0t86gh,6,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ti0t86gh,7,05o7wbfz,1,1,10,4,3,3,Male,33,Ethn Majority,4,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
