participantcode,round,sessioncode,liberal,political_orientation,election_2020,election_2024,risk_attitude,short_long_reward,trust_scientists,environment_worry,environment_responsib,environment_natural_p,environment_changing,environment_mov1,environment_mov2,environment_mov3,environment_mov4,environment_mov5,environment_mov6,environment_threat1,environment_threat2,environment_threat3,environment_threat4,environment_threat5,environment_threat6,environment_beha1,environment_beha2,environment_beha3,environment_beha4,environment_beha5,environment_beha6,environment_uti1,environment_uti2,environment_uti3,environment_uti4,environment_uti5,environment_uti6,environment_growth1,environment_growth2,environment_growth3,environment_growth4,environment_growth5,environment_growth6,legacy_concern1,legacy_concern2,legacy_concern3,legacy_concern4,legacy_concern5,legacy_concern6,gender,age,ethnic_min,education,prole,extraction,extraction_1,extraction_2,extraction_3,cpr1groupgrp_treat_num,cpr1groupgrp_treat_num_1,cpr1groupgrp_treat_num_2,cpr1groupgrp_treat_num_3,cpr1groupgrp_treat_num_4,Ethn_1,Ethn_2,Ethn_3,Ethn_4,Ethn_5,Edu_1,Edu_2,Edu_3,Edu_4,Edu_5,Edu_6,Edu_7,Gender_1,Gender_2,Gender_3
ldai1qwi,7,04p6pxiy,4,5,2,3,9,6,7,3,6,3,2,2,3,3,2,1,3,3,4,3,3,1,2,1,1,5,4,1,4,3,2,1,1,5,3,1,5,1,5,1,5,2,2,1,2,4,4,Male,36,Ethn Minority,5,0,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ldai1qwi,8,04p6pxiy,4,5,2,3,9,6,7,3,6,3,2,2,3,3,2,1,3,3,4,3,3,1,2,1,1,5,4,1,4,3,2,1,1,5,3,1,5,1,5,1,5,2,2,1,2,4,4,Male,36,Ethn Minority,5,0,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ldai1qwi,9,04p6pxiy,4,5,2,3,9,6,7,3,6,3,2,2,3,3,2,1,3,3,4,3,3,1,2,1,1,5,4,1,4,3,2,1,1,5,3,1,5,1,5,1,5,2,2,1,2,4,4,Male,36,Ethn Minority,5,0,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ldai1qwi,10,04p6pxiy,4,5,2,3,9,6,7,3,6,3,2,2,3,3,2,1,3,3,4,3,3,1,2,1,1,5,4,1,4,3,2,1,1,5,3,1,5,1,5,1,5,2,2,1,2,4,4,Male,36,Ethn Minority,5,0,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
s6jcvn31,1,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,2,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,3,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,4,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,5,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,6,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,1,0,1,0,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,7,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,8,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,9,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
s6jcvn31,10,04p6pxiy,3,2,1,5,7,6,10,4,8,4,1,2,2,2,3,2,3,4,4,4,3,2,2,2,2,4,4,2,4,3,4,3,3,3,3,5,2,5,1,5,3,3,3,2,2,2,4,Male,40,Ethn Majority,3,0,2,0,0,1,NIT&NGI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
vzdc8o60,1,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,2,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,3,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,4,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,5,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,6,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,7,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,8,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,9,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,1,0,1,0,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
vzdc8o60,10,04p6pxiy,3,2,1,1,8,9,10,4,7,4,1,4,4,2,3,3,4,5,4,4,4,2,3,1,1,4,3,2,3,2,4,4,5,2,1,1,4,3,4,4,5,1,1,1,1,3,5,Male,27,Ethn Minority,5,1,2,0,0,1,NIT&NGI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ff8jgutb,1,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,2,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,3,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,4,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,5,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,6,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,7,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,8,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,9,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ff8jgutb,10,06p52yen,6,7,2,4,8,11,9,3,6,3,2,3,3,1,3,2,3,2,3,4,2,2,2,1,1,1,2,2,3,3,4,4,4,4,2,1,5,1,1,3,5,4,4,2,3,1,1,Female,43,Ethn Majority,5,3,1,0,1,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
gf93ghfo,1,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,2,0,0,1,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,2,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,0,1,0,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,3,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,1,0,1,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,4,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,0,1,0,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,5,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,1,0,1,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,6,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,0,1,0,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,7,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,2,0,0,1,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,8,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,0,1,0,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,9,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,0,1,0,0,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
gf93ghfo,10,06p52yen,5,5,1,3,7,7,8,3,5,3,1,2,4,4,3,2,3,4,3,4,5,3,4,2,4,5,4,2,4,4,2,2,3,3,2,2,5,2,5,2,5,2,2,2,2,2,1,Female,46,Ethn Minority,4,2,2,0,0,1,GI,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
m5oezwxv,1,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,2,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,3,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,4,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,5,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,6,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,7,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,8,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,9,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,2,0,0,1,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
m5oezwxv,10,06p52yen,4,4,1,6,6,11,10,4,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,2,5,4,2,4,1,5,5,5,1,1,3,3,3,3,4,3,3,4,1,1,3,1,Female,37,Ethn Majority,3,0,0,1,0,0,GI,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
oh1i9hgq,1,06p52yen,2,3,1,5,6,10,9,4,9,4,1,3,3,2,2,1,4,4,3,5,1,1,1,1,1,5,5,1,5,1,4,4,4,2,1,3,3,3,3,4,3,4,4,3,3,2,2,Male,69,Ethn Minority,4,3,1,0,1,0,GI,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
