participantcode,round,sessioncode,liberal,political_orientation,trust_scientists,environment_worry,environment_responsib,environment_natural_p,gender,age,ethnic_min,education,prole,extraction,extraction_1,extraction_2,extraction_3,cpr1groupgrp_treat_num,cpr1groupgrp_treat_num_1,cpr1groupgrp_treat_num_2,cpr1groupgrp_treat_num_3,cpr1groupgrp_treat_num_4,Ethn_1,Ethn_2,Ethn_3,Ethn_4,Ethn_5,Edu_1,Edu_2,Edu_3,Edu_4,Edu_5,Edu_6,Edu_7,Gender_1,Gender_2,Gender_3,cond_IT_GI,cond_IT_only,cond_GI_only,cond_control,IT_present,GI_present,liberal_z,environment_worry_z,environment_responsib_z,environment_natural_p_z,ideology_group
dwbzw3nn,1,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,2,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,3,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,4,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,5,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,6,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,7,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,8,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,9,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,0,1,0,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dwbzw3nn,10,003df2i3,7.0,5.0,6.0,1.0,1.0,2.0,Male,28.0,Ethn Majority,4.0,0.0,0,1,0,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1.9456929494436426,-2.1342695577415234,-2.188117648886242,-1.5535539002834968,Conservative
dzecpkwu,1,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,2,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,3,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,4,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,5,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,6,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,7,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,8,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,9,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
dzecpkwu,10,003df2i3,6.0,3.0,11.0,1.0,11.0,1.0,Female,30.0,Ethn Majority,4.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1.393675834473321,-2.1342695577415234,1.3916776850645627,-2.515531384769245,Conservative
x0cev1ps,1,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,2,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,3,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,4,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,5,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,6,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,7,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,8,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,0,1,0,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,9,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,1,0,1,0,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
x0cev1ps,10,003df2i3,5.0,4.0,9.0,3.0,7.0,3.0,Male,64.0,Ethn Majority,5.0,1.0,2,0,0,1,IT&GI,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,0.8416587195029999,-0.394935028644861,-0.04024044851575923,-0.5915764157977483,Conservative
czgu0nta,1,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,0,1,0,0,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,2,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,3,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,4,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,5,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,6,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,7,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,8,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,9,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
czgu0nta,10,02ojyoah,4.0,2.0,10.0,3.0,6.0,4.0,Female,36.0,Ethn Majority,3.0,4.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,-0.3982199819108397,0.37040106868800016,Moderate
estmgd60,1,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,2,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,3,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,1,0,1,0,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,4,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,5,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,1,0,1,0,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,6,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,7,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,8,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,1,0,1,0,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,9,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
estmgd60,10,02ojyoah,4.0,4.0,6.0,2.0,4.0,3.0,Male,30.0,Ethn Majority,1.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-1.2646022931931922,-1.1141790487010006,-0.5915764157977483,Moderate
pkjy73lv,1,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
pkjy73lv,2,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
pkjy73lv,3,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
pkjy73lv,4,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
pkjy73lv,5,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
pkjy73lv,6,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
pkjy73lv,7,02ojyoah,4.0,3.0,9.0,3.0,8.0,4.0,Male,35.0,Ethn Majority,3.0,0.0,2,0,0,1,GI,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0.2896416045326786,-0.394935028644861,0.31773908487932123,0.37040106868800016,Moderate
